City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,petersburg,37.2279,-77.4019,16.4,41,0,0.0,US,2023-03-30 18:31:09
295,ferkessedougou,9.6,-5.2,30.91,39,34,2.91,CI,2023-03-30 18:31:15
296,mvangue,2.9667,11.5167,21.28,90,100,1.6,CM,2023-03-30 18:31:15
297,shar,49.5886,81.0453,-3.38,69,2,5.02,KZ,2023-03-30 18:31:16
298,belyy yar,53.6039,91.3903,-5.06,64,0,3.0,RU,2023-03-30 18:31:16
299,kaeo,-35.1,173.7833,10.54,81,14,1.1,NZ,2023-03-30 18:31:17
300,huejucar,22.35,-103.2167,27.22,11,100,5.19,MX,2023-03-30 18:31:17
301,laguna,38.421,-121.4238,12.94,72,0,0.45,US,2023-03-30 18:27:45
302,sistranda,63.7256,8.834,-2.02,57,1,9.08,NO,2023-03-30 18:31:18
303,ambilobe,-13.2,49.05,24.29,93,100,0.8,MG,2023-03-30 18:31:18
304,farafangana,-22.8167,47.8333,24.65,86,99,3.7,MG,2023-03-30 18:31:18
305,sur,22.5667,59.5289,25.14,52,0,2.33,OM,2023-03-30 18:31:19
306,weiser,44.251,-116.9693,7.11,81,100,0.89,US,2023-03-30 18:31:19
307,polunochnoye,60.8697,60.4153,-4.59,93,28,3.61,RU,2023-03-30 18:31:19
308,yulara,-25.2406,130.9889,20.06,55,100,6.67,AU,2023-03-30 18:31:20
309,ketchikan,55.3422,-131.6461,4.26,81,75,4.12,US,2023-03-30 18:31:20
310,nouakchott,18.0858,-15.9785,27.96,55,0,5.63,MR,2023-03-30 18:31:20
311,shambu,9.5667,37.1,17.15,42,93,1.24,ET,2023-03-30 18:31:21
312,manado,1.487,124.8455,24.43,100,40,1.03,ID,2023-03-30 18:31:21
313,bengkulu,-3.8004,102.2655,22.89,91,100,3.38,ID,2023-03-30 18:31:21
314,santa rosalia,27.3167,-112.2833,19.61,46,0,3.56,MX,2023-03-30 18:31:22
315,smirnykh,49.75,142.8333,-1.53,96,100,1.33,RU,2023-03-30 18:31:22
316,harstad,68.799,16.5293,-0.98,97,100,17.43,NO,2023-03-30 18:31:22
317,north bend,43.4065,-124.2243,10.69,80,100,3.09,US,2023-03-30 18:30:06
318,pedra branca,-5.4542,-39.7172,25.76,77,79,2.57,BR,2023-03-30 18:31:22
319,duverge,18.3784,-71.5247,30.03,29,2,4.03,DO,2023-03-30 18:31:23
320,yatou,37.15,122.3833,7.78,51,0,2.86,CN,2023-03-30 18:31:23
321,vilyuysk,63.7553,121.6247,-11.39,89,98,4.46,RU,2023-03-30 18:31:23
322,banda aceh,5.5577,95.3222,26.4,79,100,2.09,ID,2023-03-30 18:31:23
323,wollongong,-34.4333,150.8833,16.16,69,0,3.32,AU,2023-03-30 18:31:23
324,mbuji-mayi,-6.15,23.6,21.52,93,100,2.83,CD,2023-03-30 18:31:24
325,beaverlodge,55.2166,-119.4361,-0.36,83,100,2.18,CA,2023-03-30 18:31:24
326,khiri mat,16.8333,99.8,30.53,34,81,1.47,TH,2023-03-30 18:31:24
327,two rivers,44.1539,-87.5693,4.96,69,20,7.72,US,2023-03-30 18:31:24
328,le port,-20.9373,55.2919,27.0,96,72,1.51,RE,2023-03-30 18:31:25
329,bom conselho,-9.1697,-36.6797,27.11,44,25,7.05,BR,2023-03-30 18:31:25
330,uray,60.1247,64.7758,-5.64,81,100,3.09,RU,2023-03-30 18:31:25
331,natal,-5.795,-35.2094,25.36,94,75,4.12,BR,2023-03-30 18:31:26
332,jalu,29.0331,21.5482,17.18,28,0,1.96,LY,2023-03-30 18:31:26
333,kalanguy,51.0167,116.5167,-0.45,77,37,2.32,RU,2023-03-30 18:31:26
334,katobu,-4.9408,122.5276,23.32,94,99,0.37,ID,2023-03-30 18:31:26
335,brae,60.3964,-1.353,7.29,95,97,3.82,GB,2023-03-30 18:31:27
336,marsa matruh,31.3525,27.2453,13.87,51,0,4.11,EG,2023-03-30 18:31:27
337,walvis bay,-22.9575,14.5053,16.53,77,4,3.09,NA,2023-03-30 18:26:51
338,buraydah,26.326,43.975,24.25,30,83,4.49,SA,2023-03-30 18:26:54
339,tandil,-37.3217,-59.1332,19.07,36,54,4.05,AR,2023-03-30 18:31:28
340,guarda,40.5373,-7.2658,9.39,66,100,2.21,PT,2023-03-30 18:31:28
341,avera,33.194,-82.5271,22.73,35,0,2.04,US,2023-03-30 18:31:28
342,helena,46.5927,-112.0361,1.21,90,100,3.6,US,2023-03-30 18:30:15
343,pringsewu,-5.3582,104.9744,22.62,98,100,0.52,ID,2023-03-30 18:31:28
344,egvekinot,66.3167,-179.1667,-16.94,89,46,2.64,RU,2023-03-30 18:31:29
345,warman,52.3168,-106.5679,-2.05,74,20,6.17,CA,2023-03-30 18:31:29
346,sabancuy,18.9667,-91.1833,31.66,42,0,3.19,MX,2023-03-30 18:31:29
347,trairi,-3.2778,-39.2689,27.94,76,62,3.86,BR,2023-03-30 18:31:14
348,petukhovo,55.0692,67.9019,-4.74,76,1,3.23,RU,2023-03-30 18:31:29
349,tual,-5.6667,132.75,28.18,75,100,4.21,ID,2023-03-30 18:31:30
350,atambua,-9.1061,124.8925,21.99,90,100,1.98,ID,2023-03-30 18:31:30
351,palmer,42.1584,-72.3287,4.92,24,20,6.17,US,2023-03-30 18:30:01
352,husavik,66.0449,-17.3389,1.89,84,100,8.08,IS,2023-03-30 18:31:30
353,les escoumins,48.1111,-69.0236,-7.36,72,100,8.27,CA,2023-03-30 18:31:31
354,hulan ergi,47.2042,123.6333,7.57,42,0,1.59,CN,2023-03-30 18:31:31
355,chernyshevskiy,63.0128,112.4714,-23.93,100,9,1.45,RU,2023-03-30 18:31:31
356,abeche,13.8292,20.8324,30.78,13,12,3.26,TD,2023-03-30 18:31:31
357,buenaventura,3.8801,-77.0312,29.92,71,96,1.57,CO,2023-03-30 18:31:31
358,hasaki,35.7333,140.8333,11.23,76,100,4.73,JP,2023-03-30 18:31:31
359,senneterre,48.3835,-77.2328,-3.89,79,100,4.66,CA,2023-03-30 18:31:32
360,hovd,48.0056,91.6419,2.39,44,0,3.82,MN,2023-03-30 18:31:32
361,kaitangata,-46.2817,169.8464,9.38,93,100,1.42,NZ,2023-03-30 18:31:32
362,pangnirtung,66.1451,-65.7125,-11.78,91,100,1.2,CA,2023-03-30 18:31:32
363,bantry,51.6833,-9.45,9.88,96,100,4.66,IE,2023-03-30 18:31:33
364,tazovskiy,67.4667,78.7,-27.29,99,6,3.48,RU,2023-03-30 18:31:33
365,hokitika,-42.7167,170.9667,9.95,74,0,2.33,NZ,2023-03-30 18:31:33
366,kununurra,-15.7667,128.7333,23.99,83,100,1.54,AU,2023-03-30 18:31:33
367,yeppoon,-23.1333,150.7333,22.88,88,10,1.52,AU,2023-03-30 18:31:34
368,san patricio,28.017,-97.5169,26.97,69,100,9.22,US,2023-03-30 18:31:34
369,abashiri,44.0213,144.2697,3.07,83,100,5.35,JP,2023-03-30 18:31:34
370,tongliao,43.6125,122.2653,8.91,37,3,2.49,CN,2023-03-30 18:31:34
371,makaryev,57.8797,43.8069,4.44,96,100,3.58,RU,2023-03-30 18:31:35
372,pillaro,-1.1667,-78.5333,16.48,81,96,3.31,EC,2023-03-30 18:31:35
373,coihaique,-45.5752,-72.0662,10.97,54,40,2.06,CL,2023-03-30 18:31:36
374,indiana,40.0003,-86.2503,13.94,44,0,5.36,US,2023-03-30 18:30:05
375,christchurch,-43.5333,172.6333,9.95,87,75,4.12,NZ,2023-03-30 18:30:18
376,missoula,47.0166,-113.8009,-1.75,94,100,2.68,US,2023-03-30 18:30:07
377,faanui,-16.4833,-151.75,27.66,74,100,4.48,PF,2023-03-30 18:31:38
378,sao filipe,14.8961,-24.4956,23.92,75,69,3.86,CV,2023-03-30 18:31:38
379,muscat,23.6139,58.5922,25.01,60,0,1.94,OM,2023-03-30 18:31:38
380,esil,51.9556,66.4042,-4.34,76,7,6.87,KZ,2023-03-30 18:31:38
381,iki-burul,45.8208,44.6472,2.7,61,91,5.64,RU,2023-03-30 18:31:38
382,kavaratti,10.5669,72.642,27.36,70,14,3.9,IN,2023-03-30 18:31:39
383,itoman,26.1247,127.6694,23.01,88,100,8.23,JP,2023-03-30 18:31:39
384,havelock,34.8791,-76.9013,18.99,53,0,3.6,US,2023-03-30 18:31:39
385,winnemucca,40.973,-117.7357,3.03,56,0,2.06,US,2023-03-30 18:29:52
386,flin flon,54.7682,-101.865,-7.09,38,20,2.57,CA,2023-03-30 18:31:39
387,kaihua,23.3687,104.28,14.88,88,82,3.21,CN,2023-03-30 18:31:40
388,varhaug,58.6147,5.6457,4.38,95,100,1.49,NO,2023-03-30 18:31:09
389,andenes,69.3143,16.1194,-0.01,80,75,10.29,NO,2023-03-30 18:31:43
390,puerto triunfo,5.8726,-74.6403,32.75,51,100,1.47,CO,2023-03-30 18:31:43
391,middelburg,-25.7751,29.4648,16.83,62,90,2.0,ZA,2023-03-30 18:31:44
392,lompoc,34.6391,-120.4579,13.8,74,40,3.6,US,2023-03-30 18:31:44
393,san blas,21.5167,-105.2667,34.94,31,100,3.11,MX,2023-03-30 18:31:44
394,cantanhede,-3.6333,-44.3767,28.56,85,93,1.22,BR,2023-03-30 18:27:28
395,swan hill,-35.3378,143.5544,13.07,72,3,3.07,AU,2023-03-30 18:31:44
396,najran,17.4924,44.1277,26.36,41,48,2.16,SA,2023-03-30 18:31:50
397,old shinyanga,-3.55,33.4,19.92,84,50,0.66,TZ,2023-03-30 18:31:50
398,rocha,-34.4833,-54.3333,20.41,67,97,4.28,UY,2023-03-30 18:28:26
399,sri aman,1.2376,111.4621,24.03,100,100,0.0,MY,2023-03-30 18:31:50
400,alto araguaia,-17.3147,-53.2153,28.09,58,77,1.3,BR,2023-03-30 18:31:50
401,terrace,54.5163,-128.6035,5.95,56,75,2.06,CA,2023-03-30 18:30:08
402,abu samrah,35.3029,37.1841,6.22,50,1,6.67,SY,2023-03-30 18:31:51
403,roebourne,-20.7833,117.1333,27.32,79,61,3.49,AU,2023-03-30 18:31:51
404,laem sing,12.4816,102.0738,27.05,81,15,2.7,TH,2023-03-30 18:31:51
405,nunkini,20.3333,-90.1833,36.25,22,0,4.13,MX,2023-03-30 18:31:51
406,nizwa,22.9333,57.5333,23.86,22,0,0.82,OM,2023-03-30 18:31:52
407,bontang,0.1333,117.5,24.5,89,100,1.81,ID,2023-03-30 18:31:52
408,chunoyar,57.4467,97.3217,-9.0,73,100,4.04,RU,2023-03-30 18:31:52
409,hobyo,5.3505,48.5268,28.16,73,88,5.59,SO,2023-03-30 18:31:52
410,quatre cocos,-20.2078,57.7625,27.06,86,60,6.24,MU,2023-03-30 18:31:54
411,monrovia,6.3005,-10.7969,28.87,79,100,3.24,LR,2023-03-30 18:30:07
412,manggar,-2.8833,108.2667,23.68,91,100,7.22,ID,2023-03-30 18:31:54
413,misratah,32.3754,15.0925,16.16,63,0,6.92,LY,2023-03-30 18:31:54
414,pyshchug,58.8873,45.7134,2.3,92,100,4.07,RU,2023-03-30 18:31:54
415,shu,43.5983,73.7614,12.47,62,14,2.78,KZ,2023-03-30 18:31:55
416,ukiah,39.1502,-123.2078,11.07,81,75,0.0,US,2023-03-30 18:31:55
417,meulaboh,4.1363,96.1285,25.11,83,100,0.96,ID,2023-03-30 18:31:55
418,uyuni,-20.4597,-66.825,17.41,26,18,2.55,BO,2023-03-30 18:31:55
419,salou,41.0766,1.1416,16.25,82,20,1.54,ES,2023-03-30 18:31:55
420,lake havasu city,34.4839,-114.3224,16.37,29,0,4.63,US,2023-03-30 18:31:55
421,makakilo city,21.3469,-158.0858,25.25,78,0,3.6,US,2023-03-30 18:31:56
422,mayumba,-3.432,10.6554,26.22,82,100,1.66,GA,2023-03-30 18:31:56
423,iracoubo,5.4802,-53.2011,27.66,70,32,4.61,GF,2023-03-30 18:31:56
424,trat,12.5,102.5,25.03,89,14,0.39,TH,2023-03-30 18:31:56
425,ternate,0.8,127.4,26.72,81,43,2.44,ID,2023-03-30 18:31:56
426,kudahuvadhoo,2.6708,72.8944,27.74,74,87,2.92,MV,2023-03-30 18:31:57
427,xingyi,24.1877,102.817,12.93,52,0,2.58,CN,2023-03-30 18:31:57
428,pitiquito,30.7,-112.0833,18.18,32,15,9.24,MX,2023-03-30 18:31:57
429,pantai remis,4.4557,100.6288,25.01,85,89,0.66,MY,2023-03-30 18:31:57
430,newport,51.5877,-2.9984,12.65,87,82,8.43,GB,2023-03-30 18:29:28
431,poum,-20.2333,164.0167,26.43,78,100,5.83,NC,2023-03-30 18:31:58
432,tiznit,29.5833,-9.5,26.66,15,6,1.84,MA,2023-03-30 18:31:58
433,silifke,36.3778,33.9344,8.28,32,0,4.75,TR,2023-03-30 18:31:58
434,lensk,60.7253,114.9278,-9.12,84,98,2.21,RU,2023-03-30 18:31:58
435,basco,20.4487,121.9702,25.62,81,4,1.45,PH,2023-03-30 18:31:59
436,sassandra,4.95,-6.0833,26.28,82,90,3.06,CI,2023-03-30 18:31:59
437,ulladulla,-35.35,150.4667,11.89,79,0,2.65,AU,2023-03-30 18:31:59
438,nalut,30.3333,10.85,21.22,22,0,3.95,LY,2023-03-30 18:31:59
439,agirish,61.9247,63.0231,-7.87,83,100,3.82,RU,2023-03-30 18:31:59
440,cooma,-36.2333,149.1333,5.25,92,5,1.61,AU,2023-03-30 18:32:00
441,rapid city,44.0805,-103.231,7.48,59,20,4.63,US,2023-03-30 18:27:36
442,dukat,62.55,155.55,-9.78,79,44,4.57,RU,2023-03-30 18:32:01
443,babstovo,48.1167,132.4833,0.25,58,0,2.55,RU,2023-03-30 18:32:02
444,san vicente,-26.6167,-54.1333,23.99,68,100,0.27,AR,2023-03-30 18:32:02
445,athabasca,54.7169,-113.2854,-1.77,82,100,3.76,CA,2023-03-30 18:30:57
446,nuuk,64.1835,-51.7216,-4.66,50,0,7.72,GL,2023-03-30 18:32:03
447,songjianghe,42.1859,127.479,2.5,63,0,2.04,CN,2023-03-30 18:32:03
448,prabumulih,-3.45,104.25,21.72,98,100,1.15,ID,2023-03-30 18:32:04
449,mayor pablo lagerenza,-19.9309,-60.7718,35.97,36,98,4.34,PY,2023-03-30 18:32:04
450,oyonnax,46.2592,5.6573,15.07,90,68,2.26,FR,2023-03-30 18:32:04
451,port-gentil,-0.7193,8.7815,27.98,74,20,4.12,GA,2023-03-30 18:32:04
452,adrar,20.5022,-10.0711,30.98,8,0,5.7,MR,2023-03-30 18:32:05
453,kochubey,44.3861,46.5825,6.93,48,100,6.35,RU,2023-03-30 18:32:05
454,vestmanna,62.1564,-7.1664,6.51,100,100,6.69,FO,2023-03-30 18:32:05
455,somvarpet,12.6,75.8667,18.11,90,80,1.56,IN,2023-03-30 18:32:05
456,severodvinsk,64.5635,39.8302,-0.94,93,100,2.46,RU,2023-03-30 18:32:06
457,telimele,10.9167,-13.3333,31.3,36,60,4.14,GN,2023-03-30 18:32:06
458,jimenez,28.3333,-105.4,28.4,18,100,11.85,MX,2023-03-30 18:32:06
459,sosnovo-ozerskoye,52.5249,111.5418,1.83,72,31,2.44,RU,2023-03-30 18:32:15
460,kempsey,-31.0833,152.8333,12.19,89,0,1.34,AU,2023-03-30 18:32:15
461,okhotsk,59.3833,143.3,-5.32,96,100,2.51,RU,2023-03-30 18:32:15
462,port lincoln,-34.7333,135.8667,15.33,76,94,3.24,AU,2023-03-30 18:30:06
463,santona,43.4439,-3.4576,23.17,54,100,3.22,ES,2023-03-30 18:32:15
464,tura,25.5198,90.2201,18.99,79,14,1.71,IN,2023-03-30 18:32:15
465,denpasar,-8.65,115.2167,27.81,83,40,1.54,ID,2023-03-30 18:28:08
466,paraiso,9.8383,-83.8656,27.16,64,13,3.23,CR,2023-03-30 18:28:57
467,thinadhoo,0.5333,72.9333,28.1,74,34,3.02,MV,2023-03-30 18:32:16
468,bemidji,47.4736,-94.8803,0.05,40,0,0.0,US,2023-03-30 18:32:16
469,aklavik,68.2191,-135.0107,-15.0,66,0,3.09,CA,2023-03-30 18:32:16
470,souillac,-20.5167,57.5167,27.21,89,40,5.14,MU,2023-03-30 18:32:17
471,baghdad,33.3406,44.4009,15.95,55,0,3.09,IQ,2023-03-30 18:32:17
472,lusambo,-4.9667,23.45,20.92,99,100,0.89,CD,2023-03-30 18:32:17
473,mogadishu,2.0371,45.3438,27.79,74,6,6.78,SO,2023-03-30 18:32:17
474,bubaque,11.2833,-15.8333,25.15,75,6,7.98,GW,2023-03-30 18:32:18
475,usinsk,65.9939,57.5281,-2.38,75,100,7.34,RU,2023-03-30 18:32:18
476,hays,30.0502,-98.0336,22.43,88,100,2.24,US,2023-03-30 18:32:18
477,sfantu gheorghe,45.8667,25.7833,3.23,58,35,1.08,RO,2023-03-30 18:32:18
478,batsfjord,70.6345,29.7185,-3.04,93,75,4.63,NO,2023-03-30 18:32:18
479,prainha,-1.8,-53.48,26.78,86,100,1.13,BR,2023-03-30 18:32:19
480,mancio lima,-7.6142,-72.8958,30.04,70,75,2.06,BR,2023-03-30 18:32:19
481,bud,39.447,-86.1758,15.23,47,2,4.52,US,2023-03-30 18:32:19
482,la palma,33.8464,-118.0467,14.83,67,75,2.57,US,2023-03-30 18:30:57
483,port hardy,50.6996,-127.4199,6.1,65,75,1.54,CA,2023-03-30 18:30:08
484,vanimo,-2.6741,141.3028,25.07,87,100,1.88,PG,2023-03-30 18:32:20
485,itarema,-2.9248,-39.9167,27.92,76,62,4.6,BR,2023-03-30 18:32:20
486,caranavi,-15.8167,-67.55,26.16,62,99,1.35,BO,2023-03-30 18:32:20
487,bakchar,57.0186,82.0711,-10.89,84,36,3.85,RU,2023-03-30 18:32:20
488,saldanha,-33.0117,17.9442,17.03,82,100,9.49,ZA,2023-03-30 18:32:21
489,qasigiannguit,68.8193,-51.1922,-11.86,87,4,1.14,GL,2023-03-30 18:32:21
490,ahuimanu,21.4447,-157.8378,25.9,83,40,4.12,US,2023-03-30 18:32:21
491,beringovskiy,63.05,179.3167,-16.35,95,54,2.84,RU,2023-03-30 18:32:21
492,kanniyakumari,8.0833,77.5667,27.26,81,6,4.63,IN,2023-03-30 18:32:21
493,muravlenko,63.7898,74.523,-19.57,98,7,3.63,RU,2023-03-30 18:32:22
494,lasa,46.6166,10.7002,10.57,95,99,1.81,IT,2023-03-30 18:32:22
495,mongomo,1.6274,11.3135,21.44,88,100,1.68,GQ,2023-03-30 18:32:22
496,dalbandin,28.8947,64.4101,20.84,37,0,1.71,PK,2023-03-30 18:32:24
497,tigil,57.8,158.6667,-13.46,95,51,2.22,RU,2023-03-30 18:32:25
498,sawakin,19.1059,37.3321,24.46,66,29,5.41,SD,2023-03-30 18:32:25
499,lubumbashi,-11.6609,27.4794,17.75,97,100,1.34,CD,2023-03-30 18:32:25
500,olga,43.7444,135.2892,-0.21,80,0,2.55,RU,2023-03-30 18:32:26
501,sandakan,5.8402,118.1179,25.82,89,20,1.54,MY,2023-03-30 18:32:26
502,challapata,-18.9,-66.7667,13.5,50,82,1.0,BO,2023-03-30 18:32:26
503,vilhena,-12.7406,-60.1458,29.12,65,75,3.09,BR,2023-03-30 18:32:26
504,melnikovo,56.5558,84.085,-8.87,81,93,4.71,RU,2023-03-30 18:32:27
505,marsabit,2.3284,37.9899,21.95,61,6,2.46,KE,2023-03-30 18:32:27
506,brezice,45.9033,15.5911,13.67,71,75,2.57,SI,2023-03-30 18:32:27
507,aksay,47.26,39.87,0.14,98,100,8.05,RU,2023-03-30 18:32:27
508,kemin,42.7846,75.6892,10.0,81,42,0.74,KG,2023-03-30 18:32:28
509,asfi,32.2994,-9.2372,20.91,57,0,8.62,MA,2023-03-30 18:32:30
510,lahaina,20.8783,-156.6825,26.0,82,6,1.76,US,2023-03-30 18:32:31
511,talara,-4.5772,-81.2719,30.42,66,40,3.09,PE,2023-03-30 18:32:31
512,la ronge,55.1001,-105.2842,-5.86,38,20,1.54,CA,2023-03-30 18:30:10
513,san cristobal,7.7669,-72.225,24.1,53,86,2.43,VE,2023-03-30 18:32:31
514,touros,-5.1989,-35.4608,28.26,70,25,5.88,BR,2023-03-30 18:32:25
515,rokytne,51.2796,27.214,3.19,90,93,2.62,UA,2023-03-30 18:32:31
516,leh,34.1667,77.5833,-6.01,67,100,0.57,IN,2023-03-30 18:32:32
517,saint-leu,-21.15,55.2833,26.48,96,60,0.57,RE,2023-03-30 18:32:32
518,samana,19.2056,-69.3369,32.12,55,20,4.63,DO,2023-03-30 18:32:32
519,gizo,-8.103,156.8419,26.96,80,85,3.02,SB,2023-03-30 18:32:33
520,oistins,13.0667,-59.5333,29.05,58,20,10.29,BB,2023-03-30 18:32:33
521,anori,-3.7728,-61.6442,26.96,92,99,1.55,BR,2023-03-30 18:32:33
522,turayf,31.6725,38.6637,11.14,58,20,7.2,SA,2023-03-30 18:32:34
523,chumikan,54.7183,135.315,-7.8,97,92,1.78,RU,2023-03-30 18:32:34
524,krasnoarmeysk,51.0239,45.6969,4.46,81,90,5.18,RU,2023-03-30 18:32:34
525,grand gaube,-20.0064,57.6608,27.22,80,26,3.58,MU,2023-03-30 18:32:34
526,pochutla,15.7432,-96.4661,33.79,44,6,4.91,MX,2023-03-30 18:32:35
527,takoradi,4.8845,-1.7554,27.35,77,100,4.91,GH,2023-03-30 18:32:35
528,jiwani,25.05,61.7417,24.43,74,0,4.93,PK,2023-03-30 18:32:35
529,richards bay,-28.783,32.0377,19.63,92,100,1.93,ZA,2023-03-30 18:32:35
530,bairiki,1.3292,172.9752,27.0,83,20,2.06,KI,2023-03-30 18:32:35
531,lieksa,63.3167,30.0167,-8.87,95,100,3.27,FI,2023-03-30 18:30:54
532,dandong,40.1292,124.3947,5.99,71,0,0.37,CN,2023-03-30 18:32:36
533,oshawa,43.9001,-78.8496,2.16,38,100,5.66,CA,2023-03-30 18:30:36
534,sioux lookout,50.1001,-91.917,-2.96,54,75,4.63,CA,2023-03-30 18:30:08
535,elizabethton,36.3487,-82.2107,19.21,23,2,0.45,US,2023-03-30 18:32:36
536,torrevieja,37.9787,-0.6822,23.06,56,60,0.89,ES,2023-03-30 18:32:36
537,aracoiaba da serra,-23.5053,-47.6142,27.38,62,1,3.05,BR,2023-03-30 18:32:37
538,mehran,33.1222,46.1646,19.17,45,95,6.25,IR,2023-03-30 18:32:37
539,sorong,-0.8833,131.25,26.76,80,100,1.14,ID,2023-03-30 18:32:41
540,monaghan,54.25,-6.9667,10.77,94,96,4.35,IE,2023-03-30 18:32:41
541,alofi,-19.0595,-169.9187,25.94,89,100,2.06,NU,2023-03-30 18:32:41
542,krk,45.0258,14.5731,13.55,82,100,8.79,HR,2023-03-30 18:32:41
543,mitsamiouli,-11.3847,43.2844,27.77,77,6,2.76,KM,2023-03-30 18:32:45
544,mattru,7.6244,-11.8332,28.32,62,80,2.22,SL,2023-03-30 18:32:45
545,micco,27.8806,-80.5003,27.25,56,2,3.58,US,2023-03-30 18:32:46
546,puerto escondido,15.85,-97.0667,30.46,70,20,5.14,MX,2023-03-30 18:32:46
547,hofn,64.2539,-15.2082,7.08,95,100,9.02,IS,2023-03-30 18:32:46
548,mahon,39.8885,4.2658,15.31,94,75,1.54,ES,2023-03-30 18:32:46
549,marzuq,14.4,46.4667,23.97,68,94,2.59,YE,2023-03-30 18:32:47
550,markala,13.7021,-6.0659,34.57,7,3,3.2,ML,2023-03-30 18:32:47
